                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.97137,                0.77281,                  1.074,                0.80406,                0.89087,                0.89668,                0.68161,                0.90657,                 1.0416,                 1.0004,              0.0017862,              0.0017862,              0.0017862
                    110,                 1.1137,                0.83911,                 1.0352,                0.80406,                0.89087,                0.89668,                0.68161,                0.90657,                 1.0416,                 1.0004,              0.0017842,              0.0017842,              0.0017842
                    111,                 1.0755,                0.77232,                 1.0345,                0.78555,                0.87973,                0.88536,                0.65304,                0.92495,                 1.1055,                 1.0052,              0.0017822,              0.0017822,              0.0017822
                    112,                0.96882,                0.74747,                 1.0731,                0.78555,                0.87973,                0.88536,                0.65304,                0.92495,                 1.1055,                 1.0052,              0.0017802,              0.0017802,              0.0017802
                    113,                  1.014,                 0.7967,                  1.104,                0.80658,                0.89162,                0.91094,                0.71247,                0.84317,                 0.8856,                 0.9867,              0.0017782,              0.0017782,              0.0017782
                    114,                0.91732,                0.77575,                 1.0725,                0.80658,                0.89162,                0.91094,                0.71247,                0.84317,                 0.8856,                 0.9867,              0.0017763,              0.0017763,              0.0017763
                    115,                 1.0062,                0.73416,                 1.0428,                0.79359,                0.89532,                0.91868,                0.71256,                0.85962,                0.83991,                0.98437,              0.0017743,              0.0017743,              0.0017743
                    116,                0.90865,                0.74395,                 1.0541,                0.79359,                0.89532,                0.91868,                0.71256,                0.85962,                0.83991,                0.98437,              0.0017723,              0.0017723,              0.0017723
                    117,                 0.9176,                0.72645,                  1.028,                0.82932,                0.86571,                0.92558,                 0.7367,                0.80519,                0.82866,                0.96842,              0.0017703,              0.0017703,              0.0017703
                    118,                0.94845,                0.74372,                 1.0479,                0.82932,                0.86571,                0.92558,                 0.7367,                0.80519,                0.82866,                0.96842,              0.0017683,              0.0017683,              0.0017683
                    119,                0.85617,                0.72745,                  1.032,                0.78721,                0.89808,                0.87936,                0.66204,                 0.9491,                  1.064,                0.99209,              0.0017664,              0.0017664,              0.0017664
                    120,                 1.1043,                0.98891,                0.99833,                0.78721,                0.89808,                0.87936,                0.66204,                 0.9491,                  1.064,                0.99209,              0.0017644,              0.0017644,              0.0017644
                    121,                0.88474,                0.72212,                  1.014,                0.79748,                0.88579,                 0.9082,                0.69144,                0.90193,                0.93527,                0.98051,              0.0017624,              0.0017624,              0.0017624
                    122,                0.84825,                0.68981,                0.99658,                0.79748,                0.88579,                 0.9082,                0.69144,                0.90193,                0.93527,                0.98051,              0.0017604,              0.0017604,              0.0017604
                    123,                0.83642,                0.72362,                  1.003,                0.83342,                0.86912,                0.91731,                0.68607,                0.89312,                0.84718,                0.98087,              0.0017584,              0.0017584,              0.0017584
                    124,                 0.8759,                0.67184,                0.99715,                0.83342,                0.86912,                0.91731,                0.68607,                0.89312,                0.84718,                0.98087,              0.0017565,              0.0017565,              0.0017565
                    125,                0.92681,                0.73883,                 1.0382,                0.80932,                0.85523,                0.90048,                0.66154,                 0.9611,                0.85795,                 1.0001,              0.0017545,              0.0017545,              0.0017545
                    126,                0.88012,                0.66986,                 1.0117,                0.80932,                0.85523,                0.90048,                0.66154,                 0.9611,                0.85795,                 1.0001,              0.0017525,              0.0017525,              0.0017525
                    127,                0.83617,                0.67354,                 1.0166,                0.79674,                0.83964,                0.89076,                0.69982,                0.83245,                0.77628,                0.97049,              0.0017505,              0.0017505,              0.0017505
                    128,                0.95643,                0.70616,                0.99009,                0.79674,                0.83964,                0.89076,                0.69982,                0.83245,                0.77628,                0.97049,              0.0017485,              0.0017485,              0.0017485
                    129,                0.89128,                0.78498,                 1.0039,                0.83712,                0.88136,                0.93414,                 0.7347,                0.80646,                0.77681,                0.95371,              0.0017466,              0.0017466,              0.0017466
                    130,                0.92809,                0.74873,                 1.0094,                0.83712,                0.88136,                0.93414,                 0.7347,                0.80646,                0.77681,                0.95371,              0.0017446,              0.0017446,              0.0017446
                    131,                0.90073,                0.72074,                 1.0156,                0.82805,                0.89021,                0.90259,                0.68204,                0.92995,                0.94197,                0.97121,              0.0017426,              0.0017426,              0.0017426
                    132,                0.94204,                 0.7096,                 1.0089,                0.82805,                0.89021,                0.90259,                0.68204,                0.92995,                0.94197,                0.97121,              0.0017406,              0.0017406,              0.0017406
